crid,officer_id,cat_id,recc_finding,recc_outcome,finding_edit,outcome_edit,value,beat,location,add1,add2,city,incident_date,start_date,end_date,investigator_id,final_outcome_class
1057783,1133,03C,NS,600,Unfounded,Unsustained,0,0413,19,,,,2012-10-03 22:30:00,2012-10-15,2013-07-24,583,not-sustained
1060799,1133,10U,,600,No Affidavit,Unsustained,0,0413,03,2320,E 93RD ST,CHICAGO IL 60617,2013-03-16 20:00:00,2013-03-18,2013-07-08,1138,not-sustained
1062310,1133,05A,,600,No Affidavit,Unsustained,0,0414,17,7847,S BENNETT AVE,CHICAGO IL 60649,2013-05-19 00:00:00,2013-05-19,2013-07-31,300,not-sustained
1062473,1132,03B,,600,No Affidavit,Unsustained,0,,XX,,,CHICAGO IL,2013-05-25 16:30:00,2013-05-25,2013-07-16,984,not-sustained
1063290,1133,10U,,,Unknown,Unknown,?,0413,17,2320,E 93RD ST,CHICAGO IL,2013-06-30 19:45:00,2013-07-03,2014-03-13,902,unknown
1063782,1133,05B,UN,600,Unfounded,Unsustained,0,0432,17,3758,E 106TH ST,CHICAGO IL,2013-07-19 18:30:00,2013-07-24,2014-10-23,798,not-sustained
1065342,1133,10U,,600,No Affidavit,Unsustained,0,0423,19,,,,2013-10-04 18:15:00,2013-10-04,2014-04-03,168,not-sustained
1068684,1132,04E,,600,No Affidavit,Unsustained,0,0823,17,3420,W 63RD ST,CHICAGO IL 60629,2014-04-15 12:00:00,2014-04-19,2014-07-23,1203,not-sustained
1052627,1134,03G,NS,600,Not Sustained,Unsustained,0,0522,17,11900,S STEWART AVE,CHICAGO IL 60628,2012-03-16 00:00:00,2012-03-16,2012-06-29,501,not-sustained
1054353,1134,03G,,600,No Affidavit,Unsustained,0,0512,17,10300,S WENTWORTH AVE,CHICAGO IL 60628,2012-05-03 15:00:00,2012-05-29,2012-07-03,427,not-sustained
1045704,1135,05A,NS,600,Not Sustained,Unsustained,0,0121,17,500,W JACKSON BLVD,CHICAGO IL,2011-04-01 09:00:00,2011-05-27,2012-07-26,297,not-sustained
1055418,1136,07B,NS,600,Not Sustained,Unsustained,0,0323,17,,E 71ST ST,CHICAGO IL,2012-07-10 00:35:00,2012-07-10,2013-03-26,986,not-sustained
1056819,1136,10U,,600,No Affidavit,Unsustained,0,0321,17,6500,S MINERVA AVE,CHICAGO IL 60637,2012-09-03 00:00:00,2012-09-04,2013-02-14,700,not-sustained
1057121,1136,05A,NS,600,Not Sustained,Unsustained,0,0321,04,7040,S COTTAGE GROVE AVE,CHICAGO IL,2012-09-16 00:00:00,2012-09-17,2014-06-09,613,not-sustained
1062995,1136,03C,,600,No Affidavit,Unsustained,0,0313,19,,,,2013-06-18 22:30:00,2013-06-20,2013-08-07,635,not-sustained
1066687,1137,03D,NS,600,Unfounded,Unsustained,0,0222,17,4633,S DREXEL BLVD,CHICAGO IL 60653,2013-12-17 22:00:00,2013-12-19,2014-06-27,833,not-sustained
1072057,1137,03B,,600,No Affidavit,Unsustained,0,2233,17,504,W 107TH ST,CHICAGO IL 60628,2014-10-13 16:15:00,2014-10-16,2014-12-17,857,not-sustained
1054894,1138,,,,Unknown,Unknown,?,0412,17,8502,S SOUTH CHICAGO AVE,CHICAGO IL 60617,2011-08-20 00:00:00,2012-06-19,,1149,open-investigation
1050106,1138,05A,,600,No Affidavit,Unsustained,0,0432,17,10121,S EWING AVE,CHICAGO IL,2011-11-12 01:50:00,2011-11-18,2013-05-20,760,not-sustained
1051282,1138,05A,NS,600,Not Sustained,Unsustained,0,0411,17,8223,S WOODLAWN AVE,CHICAGO IL,2012-01-10 19:13:00,2012-01-17,2014-01-24,1472,not-sustained
1063021,1138,03B,,600,No Affidavit,Unsustained,0,0433,17,13100,S CARONDOLET AVE,CHICAGO IL,2013-06-20 20:00:00,2013-06-20,2013-08-08,1138,not-sustained
1065981,1138,10D,,600,No Affidavit,Unsustained,0,0433,19,,,,2013-11-08 16:30:00,2013-11-08,2014-03-12,1138,not-sustained
1062321,1139,03G,,600,No Affidavit,Unsustained,0,2011,03,5295,N LINCOLN AVE,CHICAGO IL 60625,2013-05-19 07:00:00,2013-05-20,2013-08-07,1186,not-sustained
1070269,1142,10U,NS,600,Unfounded,Unsustained,0,1112,19,,,,2014-07-10 08:30:00,2014-07-10,2014-12-15,1328,not-sustained
1044006,1143,10L,SU,001,Sustained,5,5,0133,17,300,E 29TH ST,CHICAGO IL,2011-03-16 16:00:00,2011-03-16,2013-03-12,1496,disciplined
1047983,1143,09A,NS,600,Not Sustained,Unsustained,0,3100,19,,,,2011-08-24 17:47:00,2011-08-25,2012-02-09,823,not-sustained
1048112,1144,03C,,600,No Affidavit,Unsustained,0,0832,19,,,,2011-08-30 21:25:00,2011-08-31,2011-12-19,172,not-sustained
1055984,1144,10U,,600,No Affidavit,Unsustained,0,0825,01,6300,S ARTESIAN AVE,CHICAGO IL 60629,2012-07-31 00:00:00,2012-08-01,2012-09-20,222,not-sustained
1072176,1144,,,,Unknown,Unknown,?,0321,04,7040,S COTTAGE GROVE AVE,CHICAGO IL 60637,2014-10-22 20:00:00,2014-10-23,,83,open-investigation
1067714,1145,,,,Unknown,Unknown,?,0213,04,3510,S MICHIGAN AVE,CHICAGO IL 60653,2014-02-27 09:30:00,2014-02-27,,1150,open-investigation
1070660,1145,03D,,600,No Affidavit,Unsustained,0,0733,17,7356,S HALSTED ST,CHICAGO IL,2014-04-17 12:00:00,2014-07-30,2014-09-25,940,not-sustained
1062005,1146,07F,EX,600,Exonerated,Unsustained,0,1924,17,1157,W NEWPORT AVE,CHICAGO IL,2013-05-05 17:01:00,2013-05-05,2013-08-23,567,not-sustained
1059014,1147,10D,,600,No Affidavit,Unsustained,0,0621,19,,,,2012-12-13 00:00:00,2012-12-14,2013-04-02,91,not-sustained
1044906,1148,04G,NS,600,Not Sustained,Unsustained,0,0232,04,5101,S WENTWORTH AVE,CHICAGO IL 60609,2011-04-21 00:00:00,2011-04-22,2011-07-25,173,not-sustained
1048745,1148,,,,Unknown,Unknown,?,0232,04,5101,S WENTWORTH AVE,CHICAGO IL,2011-09-22 20:44:00,2011-09-22,,372,open-investigation
1055870,1148,03C,,,Unknown,Unknown,?,0725,19,,,,2012-07-27 11:30:00,2012-07-27,2012-08-21,578,unknown
1065390,1148,03D,,600,No Affidavit,Unsustained,0,,XX,,,,2013-03-21 12:00:00,2013-10-07,2013-12-30,833,not-sustained
1070660,1148,03D,,600,No Affidavit,Unsustained,0,0733,17,7356,S HALSTED ST,CHICAGO IL,2014-04-17 12:00:00,2014-07-30,2014-09-25,940,not-sustained
1060591,1150,05F,,600,No Affidavit,Unsustained,0,2521,19,,,,2013-03-08 09:00:00,2013-03-08,2013-12-31,499,not-sustained
1051796,1151,10U,UN,600,Unfounded,Unsustained,0,1134,04,3151,W HARRISON ST,CHICAGO IL,2012-02-08 00:24:00,2012-02-09,2012-03-23,1508,not-sustained
1050897,1152,05N,NS,600,Not Sustained,Unsustained,0,1115,19,,,,2011-12-26 18:30:00,2011-12-26,2014-02-14,297,not-sustained
1053760,1152,04F,SU,100,Sustained,2,2,1134,04,3151,W HARRISON ST,CHICAGO IL 60612,2012-05-03 00:00:00,2012-05-03,2015-02-11,1374,disciplined
1057256,1152,03G,NS,600,Not Sustained,Unsustained,0,1113,17,,N KILBOURN AVE,CHICAGO IL,2012-06-26 14:30:00,2012-09-21,2013-10-22,1374,not-sustained
1067228,1152,03C,,600,No Affidavit,Unsustained,0,1111,19,,,,2012-06-20 00:00:00,2014-01-28,2014-04-21,333,not-sustained
1057602,1152,05L,NS,600,Not Sustained,Unsustained,0,1112,17,3932,W AUGUSTA BLVD,CHICAGO IL 60651,2012-10-06 00:00:00,2012-10-07,2014-08-19,297,not-sustained
1059444,1153,03G,EX,600,Exonerated,Unsustained,0,1232,19,,,,2013-01-09 15:30:00,2013-01-10,2013-04-19,1202,not-sustained
1044575,1154,05A,UN,600,Unfounded,Unsustained,0,0511,19,,,,2011-04-05 16:00:00,2011-04-08,2013-07-18,489,not-sustained
1046383,1154,05A,NS,600,Not Sustained,Unsustained,0,0511,17,146,W 103RD ST,CHICAGO IL 60628,2011-06-22 00:00:00,2011-06-23,2012-10-11,1481,not-sustained
1053862,1154,03D,,600,No Affidavit,Unsustained,0,0524,17,11819,S LOWE AVE,CHICAGO IL 60628,2011-05-16 18:58:00,2012-05-08,2012-06-11,583,not-sustained
1050753,1154,03G,,600,No Affidavit,Unsustained,0,0512,17,10534,S EDBROOKE AVE,CHICAGO IL,2011-12-18 16:50:00,2011-12-18,2012-03-26,1464,not-sustained
1053781,1154,10U,,600,No Affidavit,Unsustained,0,0513,17,214,W 108TH PL,CHICAGO IL 60628,2012-05-04 17:20:00,2012-05-04,2012-09-18,108,not-sustained
1054196,1154,05N,NS,600,Not Sustained,Unsustained,0,0511,17,10200,S LA SALLE ST,CHICAGO IL 60628,2012-05-22 14:28:00,2012-05-22,2014-05-09,613,not-sustained
1056635,1154,10U,,600,No Affidavit,Unsustained,0,0512,17,240,W 106TH ST,CHICAGO IL,2012-08-26 10:37:00,2012-08-28,2013-02-28,1464,not-sustained
1059844,1154,04E,,600,No Affidavit,Unsustained,0,0531,04,727,E 111TH ST,CHICAGO IL,2013-01-26 09:00:00,2013-01-30,2013-03-22,193,not-sustained
1071869,1154,05Q,,600,No Affidavit,Unsustained,0,,17,10238,S LA SALLE,CHICAGO IL,2014-02-28 22:00:00,2014-10-07,2015-01-08,778,not-sustained
1070811,1154,03G,,600,No Affidavit,Unsustained,0,0512,17,10500,S COTTAGE GROVE AVE,CHICAGO IL 60628,2014-08-05 19:30:00,2014-08-05,2014-10-22,1460,not-sustained
1071117,1154,03G,,,Unknown,Unknown,?,,17,11101,S KING DR,CHICAGO IL,2014-08-21 18:35:00,2014-08-21,2015-02-06,1460,unknown
1053687,1155,10U,,,Unknown,Unknown,?,2212,19,,,,2012-04-30 00:00:00,2012-04-30,2012-08-20,232,unknown
1061342,1156,09K,SU,003,Sustained,1,1,0531,04,727,E 111TH ST,CHICAGO IL,2013-04-10 19:00:00,2013-04-10,2014-05-02,1379,disciplined
1069025,1156,,,,Unknown,Unknown,?,0531,05,727,E 111TH ST,CHICAGO IL,2014-04-30 08:09:00,2014-05-08,,1052,open-investigation
1061670,1157,05B,,600,No Affidavit,Unsustained,0,2424,17,2017,W HOWARD ST,CHICAGO IL 60645,2013-04-22 22:45:00,2013-04-22,2013-07-12,1298,not-sustained
1064789,1157,,,,Unknown,Unknown,?,2433,17,6166,N SHERIDAN RD,CHICAGO IL,2013-08-30 09:00:00,2013-09-09,,760,open-investigation
1045609,1158,03G,NS,600,Not Sustained,Unsustained,0,1124,19,,,,2011-05-22 17:00:00,2011-05-23,2012-02-02,583,not-sustained
1047402,1158,03C,NS,600,Not Sustained,Unsustained,0,2531,19,,,,2011-06-16 18:00:00,2011-08-02,2012-10-12,83,not-sustained
1048031,1158,15E,EX,600,Exonerated,Unsustained,0,1134,04,3151,W HARRISON ST,CHICAGO IL,2011-08-14 23:26:00,2011-08-26,2011-11-23,823,not-sustained
1049687,1158,07F,NS,600,Not Sustained,Unsustained,0,2533,17,1501,N LARAMIE AVE,CHICAGO IL 60651,2011-10-30 22:00:00,2011-10-31,2012-12-06,969,not-sustained
1053860,1158,03G,,600,No Affidavit,Unsustained,0,1132,03,3938,W ROOSEVELT RD,CHICAGO IL 60623,2012-05-05 19:32:00,2012-05-08,2012-12-04,1121,not-sustained
1056113,1158,,,,Unknown,Unknown,?,1133,17,3539,W GRENSHAW ST,CHICAGO IL,2012-06-26 19:30:00,2012-08-06,,251,open-investigation
1057658,1158,03D,UN,600,Unfounded,Unsustained,0,0814,17,4550,S LAPORTE AVE,CHICAGO IL 60638,2012-06-27 00:00:00,2012-10-09,2013-03-18,1493,not-sustained
1057727,1158,03D,,600,No Affidavit,Unsustained,0,1112,17,732,N LAWNDALE AVE,CHICAGO IL 60624,2012-08-22 23:36:00,2012-10-12,2012-11-20,12,not-sustained
1060979,1158,05M,UN,600,Unfounded,Unsustained,0,1113,19,,,,2013-03-18 18:00:00,2013-03-26,2013-12-11,926,not-sustained
1060265,1159,03G,,600,No Affidavit,Unsustained,0,2535,17,1200,N CENTRAL PARK AVE,CHICAGO IL 60651,2013-02-20 00:00:00,2013-02-20,2013-05-23,102,not-sustained
1069739,1159,03D,,600,No Affidavit,Unsustained,0,1422,17,3420,W CORTLAND ST,CHICAGO IL,2014-01-01 14:45:00,2014-06-11,2014-07-23,1391,not-sustained
1072198,1159,03D,UN,600,Unfounded,Unsustained,0,1421,17,3115,W ARMITAGE AVE,CHICAGO IL,2014-04-10 16:00:00,2014-10-23,2015-01-27,1321,not-sustained
1047343,1160,10P,UN,600,Unfounded,Unsustained,0,,04,3315,W OGDEN AV,,2011-07-22 14:00:00,2011-07-30,2011-10-26,317,not-sustained
1063740,1160,01B,NS,600,Not Sustained,Unsustained,0,1012,03,4012,W CERMAK RD,CHICAGO IL 60623,2013-06-25 13:00:00,2013-07-22,2015-02-09,1481,not-sustained
1065559,1160,03G,EX,600,Exonerated,Unsustained,0,1011,17,1328,S KOMENSKY AVE,CHICAGO IL 60623,2013-10-16 15:30:00,2013-10-16,2014-02-06,701,not-sustained
1049263,1162,03G,,600,No Affidavit,Unsustained,0,0232,04,5100,S WENTWORTH AVE,CHICAGO IL 60609,2011-10-13 00:00:00,2011-10-13,2012-02-02,864,not-sustained
1052171,1162,10U,,,Unknown,Unknown,?,0825,19,,,,2012-02-27 09:00:00,2012-02-28,2012-07-17,864,unknown
1072128,1162,,,,Unknown,Unknown,?,0825,17,6408,S OAKLEY AVE,CHICAGO IL 60636,2014-06-29 00:10:00,2014-10-21,,12,open-investigation
1069033,1163,04J,,600,No Affidavit,Unsustained,0,0914,17,730,W 31ST ST,CHICAGO IL,2014-05-06 23:15:00,2014-05-08,2014-09-08,326,not-sustained
1047188,1164,03G,,600,No Affidavit,Unsustained,0,0613,17,862,W 87TH ST,CHICAGO IL 60620,2011-07-23 00:00:00,2011-07-24,2011-09-29,1085,not-sustained
1053725,1164,05H,NS,600,Not Sustained,Unsustained,0,0531,04,727,E 111TH ST,CHICAGO IL 60628,2012-04-28 00:07:00,2012-05-02,2012-12-06,645,not-sustained
1064192,1164,03C,,600,No Affidavit,Unsustained,0,0511,19,,,,2013-08-01 00:00:00,2013-08-12,2013-12-04,283,not-sustained
1072306,1164,,,,Unknown,Unknown,?,0531,04,727,E 111TH ST,CHICAGO IL 60628,2014-10-29 16:30:00,2014-10-30,,1158,open-investigation
1068726,1165,05B,NS,600,Not Sustained,Unsustained,0,1832,17,700,N STATE ST,CHICAGO IL,2014-04-22 15:40:00,2014-04-22,2014-09-24,1156,not-sustained
1072964,1165,03D,,600,No Affidavit,Unsustained,0,1833,17,900,N MICHIGAN AVE,CHICAGO IL 60611,2014-12-13 12:19:00,2014-12-15,2015-03-11,1266,not-sustained
1051579,1166,05M,NS,600,Not Sustained,Unsustained,0,0725,17,6442,S MARSHFIELD AVE,CHICAGO IL 60636,2012-01-30 00:00:00,2012-01-31,2014-08-21,297,not-sustained
1052183,1166,05A,NS,600,Not Sustained,Unsustained,0,0735,17,2031,W 70TH PL,CHICAGO IL,2012-02-24 22:00:00,2012-02-28,2015-01-08,1456,not-sustained
1052560,1166,10U,,600,No Affidavit,Unsustained,0,0731,19,,,,2012-03-13 15:30:00,2012-03-14,2012-05-16,1198,not-sustained
1053607,1166,04J,,600,No Affidavit,Unsustained,0,0713,04,1438,W 63RD ST,CHICAGO IL 60636,2012-04-23 00:00:00,2012-04-26,2012-07-18,996,not-sustained
1055402,1166,10U,,600,No Affidavit,Unsustained,0,0735,17,7100,S HONORE ST,CHICAGO IL,2012-07-09 19:30:00,2012-07-09,2012-10-24,333,not-sustained
1056063,1166,05L,,600,No Affidavit,Unsustained,0,0714,17,6006,S MARSHFIELD AVE,CHICAGO IL 60636,2012-08-03 20:50:00,2012-08-03,2012-10-26,690,not-sustained
1057397,1166,03D,,600,No Affidavit,Unsustained,0,1113,17,,S KILBOURN AVE,CHICAGO IL 60624,2012-09-09 22:45:00,2012-09-28,2012-10-22,12,not-sustained
1059005,1166,03B,,600,No Affidavit,Unsustained,0,0522,17,11900,S WENTWORTH AVE,CHICAGO IL 60628,2012-12-13 20:00:00,2012-12-14,2013-02-22,177,not-sustained
1059721,1166,03G,,600,No Affidavit,Unsustained,0,3100,17,11900,S ASHLAND AVE,CALUMET PK IL 60827,2013-01-24 00:00:00,2013-01-24,2013-12-23,791,not-sustained
1060797,1166,04E,,,Unknown,Unknown,?,0512,19,,,,2013-03-14 19:00:00,2013-03-18,2013-04-09,9,unknown
1061811,1166,03B,,600,No Affidavit,Unsustained,0,0524,19,,,,2013-04-26 22:30:00,2013-04-27,2013-09-06,791,not-sustained
1064456,1166,05P,NS,600,Not Sustained,Unsustained,0,0532,17,100,E 118TH PL,CHICAGO IL 60628,2013-08-23 21:30:00,2013-08-23,2014-09-23,1216,not-sustained
1065401,1166,10Z,,600,No Affidavit,Unsustained,0,0433,17,3535,E 114TH ST,CHICAGO IL,2013-10-08 13:42:00,2013-10-10,2014-01-14,791,not-sustained
1066340,1166,03D,,600,No Affidavit,Unsustained,0,0522,19,,,,2013-11-28 16:00:00,2013-11-28,2014-04-21,1158,not-sustained
1066519,1166,12D,,600,No Affidavit,Unsustained,0,0524,17,12238,S PEORIA ST,CHICAGO IL,2013-12-09 21:41:00,2013-12-09,2014-02-07,791,not-sustained
1069870,1166,03G,,600,No Affidavit,Unsustained,0,0513,17,10920,S INDIANA AVE,CHICAGO IL,2014-06-14 16:00:00,2014-06-18,2014-09-05,231,not-sustained
1054145,1167,05A,NS,600,Not Sustained,Unsustained,0,1812,17,2275,N LINCOLN AVE,CHICAGO IL 60614,2012-05-20 03:30:00,2012-05-20,2014-01-23,133,not-sustained
1060817,1167,05A,,600,No Affidavit,Unsustained,0,1824,17,,W DIVISION ST,CHICAGO IL,2013-03-17 01:45:00,2013-03-18,2013-05-31,798,not-sustained
1060939,1167,,,,Unknown,Unknown,?,1824,03,,W DIVISION ST,CHICAGO IL 60610,2013-03-24 04:30:00,2013-03-24,,24,open-investigation
1064755,1167,05A,,,Unknown,Unknown,?,1824,14,,W DIVISION ST,CHICAGO IL,2013-09-08 04:40:00,2013-09-08,2015-03-03,1298,unknown
1050199,1168,04B,,600,No Affidavit,Unsustained,0,0912,04,3900,S CALIFORNIA AVE,CHICAGO IL 60632,2011-11-22 00:00:00,2011-11-22,2012-01-13,422,not-sustained
1047411,1169,10Z,,600,No Affidavit,Unsustained,0,0912,03,4200,S CALIFORNIA AVE,CHICAGO IL,2011-08-02 00:00:00,2011-08-02,2011-12-06,1406,not-sustained
1068214,1170,10U,,600,No Affidavit,Unsustained,0,2521,17,3123,N KEATING AVE,CHICAGO IL,2014-03-24 17:50:00,2014-03-26,2014-06-09,381,not-sustained
1053584,1171,,,,Unknown,Unknown,?,0531,04,727,E 111TH ST,CHICAGO IL 60628,2012-04-26 07:30:00,2012-04-26,,1365,open-investigation
1070357,1172,03A,,600,No Affidavit,Unsustained,0,1711,19,,,,2014-07-07 11:30:00,2014-07-15,2014-11-28,648,not-sustained
1058806,1173,10J,,,Unknown,Unknown,?,1531,19,,,,2012-12-04 17:00:00,2012-12-04,2013-01-07,9,unknown
1071013,1174,03D,,600,No Affidavit,Unsustained,0,0911,17,2837,W 38TH PL,CHICAGO IL,2014-08-15 10:00:00,2014-08-15,2014-09-25,948,not-sustained
1047392,1175,10U,,600,No Affidavit,Unsustained,0,0512,19,,,,2011-07-25 14:30:00,2011-08-02,2011-09-29,1214,not-sustained
1058572,1175,03D,,600,No Affidavit,Unsustained,0,0512,17,10500,S MICHIGAN AVE,CHICAGO IL,2012-11-22 09:00:00,2012-11-22,2013-01-10,791,not-sustained
1048278,1176,,,,Unknown,Unknown,?,1431,19,,,,2011-09-04 00:00:00,2011-09-06,,798,open-investigation
1059557,1176,10V,NS,600,Not Sustained,Unsustained,0,1414,08,2150,N CALIFORNIA AVE,CHICAGO IL,2013-01-06 00:00:00,2013-01-16,2014-10-21,993,not-sustained
1067320,1176,04E,,600,No Affidavit,Unsustained,0,1422,04,3350,W EVERGREEN AVE,CHICAGO IL 60651,2014-01-03 12:00:00,2014-02-04,2014-04-04,993,not-sustained
1068634,1178,,,,Unknown,Unknown,?,1513,04,5701,W MADISON ST,CHICAGO IL,2014-04-16 14:10:00,2014-04-16,,940,open-investigation
1048330,1179,10U,,600,No Affidavit,Unsustained,0,0834,19,,,,2011-09-07 20:00:00,2011-09-07,2012-02-08,172,not-sustained
1049927,1179,07B,EX,600,Exonerated,Unsustained,0,0832,17,7017,S WESTERN AVE,CHICAGO IL 60636,2011-10-13 21:10:00,2011-11-10,2012-01-06,316,not-sustained
1060096,1179,10U,,600,No Affidavit,Unsustained,0,0823,17,6201,S RICHMOND ST,CHICAGO IL,2013-02-12 16:00:00,2013-02-12,2013-04-25,1182,not-sustained
1062659,1179,03G,,,Unknown,Unknown,?,0822,19,,,,2013-03-13 00:00:00,2013-06-04,2013-07-09,986,unknown
1066655,1180,,,,Unknown,Unknown,?,1225,17,1999,W JACKSON BLVD,CHICAGO IL 60612,2013-12-09 22:16:00,2013-12-18,,1052,open-investigation
1057967,1182,03C,,600,No Affidavit,Unsustained,0,0923,19,,,,2012-10-23 13:00:00,2012-10-23,2013-01-15,107,not-sustained
1049392,1183,03G,NS,600,Not Sustained,Unsustained,0,0621,19,,,,2011-10-06 22:00:00,2011-10-18,2012-07-23,583,not-sustained
1054935,1185,05M,,,Unknown,Unknown,?,0433,17,13423,S BRANDON AVE,CHICAGO IL 60633,2012-06-20 23:14:00,2012-06-21,2014-01-23,771,unknown
1055701,1185,03G,,600,No Affidavit,Unsustained,0,0432,19,,,,2012-07-19 23:30:00,2012-07-20,2012-10-09,662,not-sustained
1056520,1185,05J,,,Unknown,Unknown,?,0432,17,3540,E 110TH ST,CHICAGO IL,2012-08-23 03:45:00,2012-08-23,2014-08-19,300,unknown
1058051,1185,05M,NS,600,Not Sustained,Unsustained,0,0433,15,13320,S BALTIMORE AVE,CHICAGO IL 60633,2012-10-26 00:00:00,2012-10-26,2013-12-10,1456,not-sustained
1059956,1185,05A,UN,600,Unfounded,Unsustained,0,0433,17,13300,S BALTIMORE AVE,CHICAGO IL 60633,2013-02-05 00:00:00,2013-02-05,2013-07-08,300,not-sustained
1061982,1185,03G,,600,No Affidavit,Unsustained,0,0432,17,10600,S STATE LINE RD,CHICAGO IL,2013-05-03 17:30:00,2013-05-03,2014-04-03,301,not-sustained
1063971,1185,10Z,,600,No Affidavit,Unsustained,0,0433,17,13418,S HOUSTON AVE,CHICAGO IL,2013-08-01 20:00:00,2013-08-02,2014-03-12,1138,not-sustained
1065981,1185,10D,,600,No Affidavit,Unsustained,0,0433,19,,,,2013-11-08 16:30:00,2013-11-08,2014-03-12,1138,not-sustained
1065989,1185,05B,,600,No Affidavit,Unsustained,0,0433,17,13339,S BRANDON AVE,CHICAGO IL,2013-11-08 17:00:00,2013-11-08,2014-02-05,1170,not-sustained
1068149,1185,05G,UN,600,Unfounded,Unsustained,0,0433,19,,,,2014-03-23 15:30:00,2014-03-23,2014-07-09,960,not-sustained
1068632,1185,10U,,600,No Affidavit,Unsustained,0,0433,19,,,,2014-04-16 16:15:00,2014-04-16,2014-06-05,902,not-sustained
1068641,1185,03B,,600,No Affidavit,Unsustained,0,0433,17,13400,S BALTIMORE AVE,CHICAGO IL 60633,2014-04-16 18:30:00,2014-04-17,2014-06-05,902,not-sustained
1069583,1185,10Z,,600,No Affidavit,Unsustained,0,0434,17,2401,E 130TH ST,CHICAGO IL,2014-05-31 15:35:00,2014-06-04,2014-09-03,1223,not-sustained
1070963,1185,03D,,600,No Affidavit,Unsustained,0,0423,17,8400,S ESSEX AVE,CHICAGO IL 60617,2014-07-31 12:32:00,2014-08-13,2014-10-01,1223,not-sustained
1051428,1186,10J,,600,No Affidavit,Unsustained,0,1313,17,2121,W OHIO ST,CHICAGO IL 60612,2012-01-23 12:00:00,2012-01-24,2012-02-16,1124,not-sustained
1055314,1186,09J,,,Unknown,Unknown,?,0213,04,3510,S MICHIGAN AVE,CHICAGO IL,2012-07-03 13:00:00,2012-07-06,2012-09-19,823,unknown
1044734,1187,10Z,NS,600,Not Sustained,Unsustained,0,1414,04,2150,N CALIFORNIA AVE,CHICAGO IL,2011-03-28 09:50:00,2011-04-14,2011-08-09,356,not-sustained
1061263,1188,05A,UN,600,Unfounded,Unsustained,0,0123,17,130,W ROOSEVELT RD,CHICAGO IL 60605,2013-04-01 20:00:00,2013-04-08,2013-10-09,562,not-sustained
1062402,1188,04E,,600,No Affidavit,Unsustained,0,0124,17,600,S JEFFERSON ST,CHICAGO IL 60607,2013-04-25 22:45:00,2013-05-22,2013-09-06,93,not-sustained
1064948,1188,10Z,,600,No Affidavit,Unsustained,0,0124,17,500,W HARRISON ST,CHICAGO IL 60607,2013-09-16 20:45:00,2013-09-16,2014-01-02,93,not-sustained
1049500,1189,10U,,600,No Affidavit,Unsustained,0,0423,17,8734,S SAGINAW AVE,CHICAGO IL,2011-10-22 21:30:00,2011-10-23,2012-02-24,1138,not-sustained
1055631,1189,03G,,600,No Affidavit,Unsustained,0,0422,17,7908,S COLES AVE,CHICAGO IL 60617,2012-07-17 19:15:00,2012-07-17,2012-09-17,1138,not-sustained
1070843,1189,04H,,,Unknown,Unknown,?,0423,17,8247,S MARQUETTE AVE,CHICAGO IL,2012-05-28 19:17:00,2014-08-07,2014-09-05,9,unknown
1051764,1190,10Z,,600,No Affidavit,Unsustained,0,1913,17,4400,N MALDEN ST,CHICAGO IL,2012-02-02 23:00:00,2012-02-07,2012-05-22,1218,not-sustained
1048735,1191,05L,UN,600,Unfounded,Unsustained,0,1613,17,6555,W FOSTER AVE,CHICAGO IL 60656,2011-08-21 00:00:00,2011-09-22,2013-12-11,798,not-sustained
1054624,1191,05A,,600,No Affidavit,Unsustained,0,1613,19,,,,2012-06-10 00:05:00,2012-06-10,2012-08-07,690,not-sustained
1046078,1193,10Z,UN,600,Unfounded,Unsustained,0,1924,17,3216,N SHEFFIELD AVE,CHICAGO IL,2011-04-02 17:00:00,2011-06-10,2011-09-22,683,not-sustained
1046931,1193,10U,,600,No Affidavit,Unsustained,0,1924,14,3240,N ASHLAND AVE,CHICAGO IL 60657,2011-07-13 00:00:00,2011-07-14,2011-12-19,683,not-sustained
1068098,1195,10U,,,Unknown,Unknown,?,1812,14,2235,N SHEFFIELD AVE,CHICAGO IL,2014-03-19 16:00:00,2014-03-20,2014-04-10,237,unknown
1047437,1196,15K,UN,600,Unfounded,Unsustained,0,1633,19,,,,2011-08-03 00:00:00,2011-08-03,2012-02-09,567,not-sustained
1047440,1196,09J,SU,030,Sustained,30,30,1633,19,,,,2011-08-03 13:47:00,2011-08-03,2014-07-25,127,disciplined
1062978,1197,,,,Unknown,Unknown,?,1423,17,2744,W DIVISION ST,CHICAGO IL,2013-06-14 21:15:00,2013-06-19,,1081,open-investigation
1063679,1197,10J,SU,000,Sustained,Noted,0,1414,04,2150,N CALIFORNIA AVE,CHICAGO IL,2013-07-19 17:21:00,2013-07-19,2014-07-24,404,sustained
1064757,1197,10P,NS,600,Unfounded,Unsustained,0,0933,17,4931,S LAFLIN ST,CHICAGO IL 60609,2013-09-08 11:35:00,2013-09-09,2014-09-17,419,not-sustained
1065023,1197,08N,UN,600,Unfounded,Unsustained,0,,XX,,,,2013-09-20 09:13:00,2013-09-20,2014-03-12,1090,not-sustained
1065834,1197,10Z,,,Unknown,Unknown,?,0122,03,121,N LA SALLE ST,CHICAGO IL 60602,2013-11-01 00:00:00,2013-11-01,2013-11-21,1279,unknown
