crid,officer_id,cat_id,recc_finding,recc_outcome,finding_edit,outcome_edit,value,beat,location,add1,add2,city,incident_date,start_date,end_date,investigator_id,final_outcome_class
1070407,4547,03G,UN,600,Unfounded,Unsustained,0,1824,19,,,,2014-06-15 20:30:00,2014-07-17,2014-10-10,661,not-sustained
1067434,4548,03C,,600,No Affidavit,Unsustained,0,1133,19,,,,2014-02-10 10:00:00,2014-02-10,2014-06-17,1381,not-sustained
1070265,4548,03D,NS,600,Unfounded,Unsustained,0,2424,17,7319,N ROGERS AVE,CHICAGO IL,2014-02-04 17:30:00,2014-07-10,2014-09-23,987,not-sustained
1072169,4548,,,,Unknown,Unknown,?,2423,17,1608,W SHERWIN AVE,CHICAGO IL 60626,2014-10-22 00:00:00,2014-10-22,,231,open-investigation
1048964,4549,10U,,600,No Affidavit,Unsustained,0,0832,11,6900,S WESTERN AVE,CHICAGO IL,2011-09-29 21:47:00,2011-10-01,2012-01-19,1091,not-sustained
1052034,4549,10D,,600,No Affidavit,Unsustained,0,0834,19,,,,2012-02-18 00:00:00,2012-02-21,2012-03-23,1091,not-sustained
1049246,4550,05A,NS,600,Not Sustained,Unsustained,0,0332,17,6700,S STONY ISLAND AVE,CHICAGO IL,2011-10-06 14:24:00,2011-10-12,2014-07-30,1156,not-sustained
1049518,4550,05A,,600,No Affidavit,Unsustained,0,3100,19,,,,2011-10-21 00:00:00,2011-10-24,2012-05-01,690,not-sustained
1054687,4550,10V,SU,100,Sustained,Reprimand,0,1134,04,3340,W FILLMORE ST,CHICAGO IL 60624,2012-06-08 00:00:00,2012-06-12,2014-07-25,543,disciplined
1044183,4551,05A,NS,600,Not Sustained,Unsustained,0,0934,17,5227,S RACINE AVE,CHICAGO IL 60609,2011-03-22 00:00:00,2011-03-23,2013-07-18,415,not-sustained
1044491,4551,05M,NS,600,Not Sustained,Unsustained,0,0935,17,4721,S PRINCETON AVE,CHICAGO IL 60609,2011-04-04 20:35:00,2011-04-04,2012-04-27,448,not-sustained
1057832,4551,,,,Unknown,Unknown,?,,XX,,,CHICAGO IL,2012-10-17 00:00:00,2012-10-17,,897,open-investigation
1060535,4551,05F,,600,No Affidavit,Unsustained,0,2211,17,11319,S SAWYER AVE,CHICAGO IL,2013-03-04 23:30:00,2013-03-05,2013-05-14,251,not-sustained
1065488,4551,,,,Unknown,Unknown,?,3100,03,701,W HAVEN,NEW LENOX IL,2013-10-12 03:00:00,2013-10-12,,404,open-investigation
1065588,4551,15E,,,Unknown,Unknown,?,0213,04,3510,S MICHIGAN AVE,CHICAGO IL,2013-10-18 07:29:00,2013-10-18,2014-01-14,1490,unknown
1046106,4552,10Z,,600,No Affidavit,Unsustained,0,1113,17,300,N KOSTNER AVE,CHICAGO IL,2011-06-12 15:40:00,2011-06-12,2012-07-17,330,not-sustained
1046107,4552,01A,,600,No Affidavit,Unsustained,0,1115,17,4357,W WILCOX ST,CHICAGO IL,2011-06-12 17:45:00,2011-06-12,2012-02-24,330,not-sustained
1064643,4552,03B,,600,No Affidavit,Unsustained,0,1122,17,3932,W MADISON ST,CHICAGO IL,2013-09-03 14:05:00,2013-09-03,2013-12-16,461,not-sustained
1051468,4553,03D,,600,No Affidavit,Unsustained,0,0213,08,3510,S MICHIGAN AVE,CHICAGO IL 60653,2012-01-25 00:00:00,2012-01-25,2012-04-02,1124,not-sustained
1049131,4554,10U,,600,No Affidavit,Unsustained,0,2124,19,,,,2011-10-07 17:00:00,2011-10-07,2012-02-02,773,not-sustained
1049979,4554,10Z,,600,No Affidavit,Unsustained,0,2124,19,,,,2011-11-13 18:14:00,2011-11-13,2012-01-20,1309,not-sustained
1058194,4554,,,,Unknown,Unknown,?,0531,03,11311,S FORRESTVILLE AVE,CHICAGO IL 60628,2012-10-17 13:50:00,2012-11-05,,771,open-investigation
1062070,4555,10B,,,Unknown,Unknown,?,0213,04,3510,S MICHIGAN AVE,CHICAGO IL,2013-05-08 16:00:00,2013-05-08,2015-02-10,447,unknown
1044234,4556,10V,SU,100,Not Sustained,Unsustained,0,2515,04,5555,W GRAND AVE,CHICAGO IL 60639,2011-03-22 03:20:00,2011-03-25,2011-06-30,45,not-sustained
1063989,4557,03C,UN,600,Unfounded,Unsustained,0,1121,03,3360,W CHICAGO AVE,CHICAGO IL 60624,2013-08-02 16:30:00,2013-08-02,2014-06-23,1381,not-sustained
1067348,4557,03C,,600,No Affidavit,Unsustained,0,1112,19,,,,2014-02-04 15:15:00,2014-02-05,2014-06-05,1381,not-sustained
1072199,4557,,,,Unknown,Unknown,?,,XX,,,CHICAGO IL,2013-10-29 00:01:00,2014-10-23,,45,open-investigation
1054508,4559,10Z,,600,No Affidavit,Unsustained,0,1915,15,725,W MONTROSE AVE,CHICAGO IL 60613,2012-06-05 00:00:00,2012-06-05,2012-09-13,585,not-sustained
1055290,4559,04J,,600,No Affidavit,Unsustained,0,1134,04,1011,S HOMAN AVE,CHICAGO IL,2012-07-04 00:00:00,2012-07-05,2012-10-23,526,not-sustained
1065420,4558,10U,,,Unknown,Unknown,?,1411,17,2802,N CAMPBELL AVE,CHICAGO IL,2013-10-09 05:30:00,2013-10-09,2013-12-13,1218,unknown
1072850,4558,,,,Unknown,Unknown,?,1134,17,3056,W FLOURNOY ST,CHICAGO IL 60612,2014-12-05 21:00:00,2014-12-06,,960,open-investigation
1067239,4560,10U,EX,600,Exonerated,Unsustained,0,1432,17,2243,W DIVERSEY AVE,CHICAGO IL 60647,2014-01-26 18:55:00,2014-01-29,2014-07-23,834,not-sustained
1070653,4560,10U,,600,No Affidavit,Unsustained,0,1414,17,3005,W LYNDALE ST,CHICAGO IL 60647,2014-07-29 21:15:00,2014-07-29,2014-08-28,564,not-sustained
1059215,4563,03G,,600,No Affidavit,Unsustained,0,0225,04,5101,S WENTWORTH AVE,CHICAGO IL,2012-12-27 14:28:00,2012-12-28,2013-02-21,916,not-sustained
1062114,4564,10U,,600,No Affidavit,Unsustained,0,0823,04,3420,W 63RD ST,CHICAGO IL 60629,2013-05-10 00:00:00,2013-05-10,2013-07-03,921,not-sustained
1062315,4564,05M,UN,600,Unfounded,Unsustained,0,0835,19,,,,2013-05-18 00:00:00,2013-05-19,2014-09-23,251,not-sustained
1063236,4565,03G,NS,600,Not Sustained,Unsustained,0,2525,19,,,,2013-06-30 14:30:00,2013-07-01,2013-10-17,1445,not-sustained
1072683,4565,03G,,600,No Affidavit,Unsustained,0,2523,19,,,,2013-11-21 14:15:00,2014-11-25,2015-01-22,578,not-sustained
1057115,4567,05K,,600,No Affidavit,Unsustained,0,3100,04,900,N HUMPHREY,OAK PARK IL,2012-09-16 22:30:00,2012-09-17,2012-12-20,1468,not-sustained
1046622,4568,10U,,600,No Affidavit,Unsustained,0,2234,17,1738,W 119TH ST,CHICAGO IL,2011-07-01 17:15:00,2011-07-01,2011-12-19,310,not-sustained
1062441,4568,12D,NS,600,Not Sustained,Unsustained,0,2234,19,,,,2013-05-22 09:43:00,2013-05-23,2013-10-30,986,not-sustained
1073027,4569,03D,,600,No Affidavit,Unsustained,0,0424,17,8713,S BUFFALO AVE,CHICAGO IL,2014-12-18 19:00:00,2014-12-18,2015-01-27,1223,not-sustained
1057721,4570,10U,NS,600,Not Sustained,Unsustained,0,2221,17,9300,S ASHLAND AVE,CHICAGO IL 60620,2012-10-12 00:00:00,2012-10-12,2013-01-17,884,not-sustained
1066962,4570,10U,NS,600,Not Sustained,Unsustained,0,2211,04,3415,W 116TH ST,CHICAGO IL 60655,2014-01-11 12:13:00,2014-01-11,2014-03-10,884,not-sustained
1051280,4573,04E,,600,No Affidavit,Unsustained,0,0531,04,727,E 111TH ST,CHICAGO IL 60628,2011-11-05 00:00:00,2012-01-17,2012-03-13,348,not-sustained
1064528,4573,05A,NS,600,Not Sustained,Unsustained,0,2213,19,,,,2013-08-26 22:30:00,2013-08-27,2013-12-31,1213,not-sustained
1070659,4574,,,,Unknown,Unknown,?,0213,17,4111,S INDIANA AVE,CHICAGO IL,2012-06-09 13:30:00,2014-07-30,,656,open-investigation
1047291,4576,10U,UN,600,Unfounded,Unsustained,0,1134,04,3151,W HARRISON ST,CHICAGO IL 60612,2011-07-06 14:00:00,2011-07-28,2011-09-28,1312,not-sustained
1071030,4576,10Z,,600,No Affidavit,Unsustained,0,1114,19,,,,2014-08-14 17:45:00,2014-08-16,2014-11-03,524,not-sustained
1064175,4577,10U,,600,No Affidavit,Unsustained,0,1925,17,721,W BROMPTON AVE,CHICAGO IL,2013-08-10 20:45:00,2013-08-11,2013-11-08,585,not-sustained
1051178,4578,05A,NS,600,Not Sustained,Unsustained,0,1512,17,5615,W CORCORAN PL,CHICAGO IL,2011-12-30 22:00:00,2012-01-10,2013-03-27,1113,not-sustained
1061889,4578,05B,NS,600,Not Sustained,Unsustained,0,0733,19,,,,2013-04-29 21:00:00,2013-05-01,2014-10-23,1472,not-sustained
1062992,4578,10Z,,600,No Affidavit,Unsustained,0,0731,17,6900,S LAFAYETTE AVE,CHICAGO IL 60621,2013-06-20 12:30:00,2013-06-20,2013-12-04,1200,not-sustained
1051209,4579,10U,NS,600,Not Sustained,Unsustained,0,2212,04,1900,W MONTEREY AVE,CHICAGO IL 60643,2012-01-12 09:15:00,2012-01-12,2012-05-10,884,not-sustained
1054010,4579,10J,UN,600,Unfounded,Unsustained,0,2233,19,,,,2012-05-14 00:00:00,2012-05-14,2012-07-10,1493,not-sustained
1062244,4579,10U,,600,No Affidavit,Unsustained,0,2234,17,1211,W 109TH ST,CHICAGO IL 60643,2013-05-16 09:15:00,2013-05-16,2013-07-08,884,not-sustained
1063921,4579,04E,NS,600,Not Sustained,Unsustained,0,2211,17,11000,S KEDZIE AVE,CHICAGO IL,2013-07-27 11:00:00,2013-07-31,2013-10-25,884,not-sustained
1044074,4581,05B,NS,600,Not Sustained,Unsustained,0,0914,19,,,,2011-03-18 12:30:00,2011-03-18,2012-06-11,1481,not-sustained
1050095,4581,03G,,600,No Affidavit,Unsustained,0,0935,17,4500,S UNION AVE,CHICAGO IL,2011-11-15 15:15:00,2011-11-17,2012-02-21,675,not-sustained
1052270,4581,05H,NS,600,Not Sustained,Unsustained,0,0933,14,4900,S THROOP ST,CHICAGO IL 60609,2012-03-02 00:00:00,2012-03-02,2014-02-04,572,not-sustained
1055967,4581,10J,NS,600,Not Sustained,Unsustained,0,0913,17,3100,S HALSTED ST,CHICAGO IL 60608,2012-07-31 00:00:00,2012-07-31,2012-10-23,1461,not-sustained
1058289,4581,10U,,600,No Affidavit,Unsustained,0,0915,17,3334,S UNION AVE,CHICAGO IL,2012-11-08 20:45:00,2012-11-08,2013-01-07,1461,not-sustained
1063811,4581,05B,NS,600,Not Sustained,Unsustained,0,1822,04,1160,N LARRABEE ST,CHICAGO IL,2013-07-25 13:30:00,2013-07-25,2014-04-01,133,not-sustained
1052175,4582,10U,,,Unknown,Unknown,?,0424,19,,,,2012-02-12 02:50:00,2012-02-28,2012-04-09,543,unknown
1058838,4582,10U,,600,No Affidavit,Unsustained,0,0431,19,,,,2012-12-05 23:00:00,2012-12-06,2013-01-24,336,not-sustained
1059084,4582,10J,SU,100,Sustained,Reprimand,0,0531,04,727,E 111TH ST,CHICAGO IL,2012-12-18 10:15:00,2012-12-18,2013-12-24,415,disciplined
1062739,4582,04E,NS,600,Not Sustained,Unsustained,0,0433,17,11757,S AVENUE O,CHICAGO IL 60617,2013-05-11 03:30:00,2013-06-08,2014-04-10,1138,not-sustained
1068397,4582,,,,Unknown,Unknown,?,0432,17,10100,S INDIANAPOLIS AVE,CHICAGO IL 60617,2014-03-28 03:30:00,2014-04-04,,1472,open-investigation
1066279,4583,05A,NS,600,Not Sustained,Unsustained,0,1132,17,4255,W GLADYS AVE,CHICAGO IL,2013-11-24 15:16:00,2013-11-24,2014-05-19,656,not-sustained
1073329,4583,,,,Unknown,Unknown,?,1913,17,4400,N MALDEN ST,CHICAGO IL 60640,2014-12-15 11:53:00,2015-01-12,,1429,open-investigation
1055322,4584,05B,,600,No Affidavit,Unsustained,0,2411,19,,,,2012-06-06 15:39:00,2012-07-06,2012-10-25,552,not-sustained
1057567,4584,05Q,,600,No Affidavit,Unsustained,0,2423,19,,,,2012-09-06 21:23:00,2012-10-05,2013-05-31,1440,not-sustained
1057327,4584,10J,,600,No Affidavit,Unsustained,0,2413,19,,,,2012-09-25 11:00:00,2012-09-25,2012-11-05,321,not-sustained
1061377,4584,,,,Unknown,Unknown,?,2432,04,6464,N CLARK ST,CHICAGO IL 60626,2013-04-11 00:00:00,2013-04-11,,76,open-investigation
1065877,4584,10U,UN,600,Unfounded,Unsustained,0,2413,17,6124,N ROCKWELL ST,CHICAGO IL,2013-11-04 18:00:00,2013-11-04,2014-02-26,76,not-sustained
1061852,4585,03B,,600,No Affidavit,Unsustained,0,1634,17,3410,N CICERO AVE,CHICAGO IL 60641,2013-04-26 21:30:00,2013-04-29,2013-08-09,951,not-sustained
1045539,4588,05N,NS,600,Not Sustained,Unsustained,0,0831,17,3556,W 65TH PL,CHICAGO IL,2011-05-19 11:45:00,2011-05-19,2012-11-06,1481,not-sustained
1049738,4588,05B,NS,600,Not Sustained,Unsustained,0,0832,17,2250,W 72ND ST,CHICAGO IL,2011-11-01 15:20:00,2011-11-01,2015-01-08,251,not-sustained
1051058,4588,03B,,600,No Affidavit,Unsustained,0,0911,19,,,,2011-12-02 00:00:00,2012-01-04,2012-02-08,173,not-sustained
1053667,4587,,,,Unknown,Unknown,?,1034,03,2459,S WESTERN AVE,CHICAGO IL 60608,2012-04-30 02:51:00,2012-04-30,,1472,open-investigation
1057576,4588,,,,Unknown,Unknown,?,2511,19,,,,2012-10-05 00:00:00,2012-10-05,,189,open-investigation
1067105,4588,05K,,600,No Affidavit,Unsustained,0,2511,19,,,,2014-01-20 15:50:00,2014-01-20,2014-08-19,415,not-sustained
1068326,4588,,,,Unknown,Unknown,?,0825,19,,,,2014-03-27 09:40:00,2014-04-01,,1493,open-investigation
1072631,4588,03G,,600,No Affidavit,Unsustained,0,0422,17,7900,S EXCHANGE AVE,CHICAGO IL 60617,2014-11-19 19:00:00,2014-11-20,2015-02-05,662,not-sustained
1059741,4590,03D,NS,600,Not Sustained,Unsustained,0,1011,19,,,,2012-03-08 00:00:00,2013-01-25,2013-11-20,583,not-sustained
1055517,4590,03C,,600,No Affidavit,Unsustained,0,1012,19,,,,2012-07-13 17:00:00,2012-07-13,2012-10-12,963,not-sustained
1061014,4590,04E,,600,No Affidavit,Unsustained,0,1011,17,1200,S INDEPENDENCE BLVD,CHICAGO IL 60623,2013-03-21 13:00:00,2013-03-28,2013-05-24,1403,not-sustained
1065750,4590,10V,NS,600,Not Sustained,Unsustained,0,1024,08,3315,W OGDEN AVE,CHICAGO IL 60623,2013-10-27 10:00:00,2013-10-27,2014-01-14,943,not-sustained
1069723,4589,10Z,,600,No Affidavit,Unsustained,0,1733,17,3850,N SACRAMENTO AVE,CHICAGO IL,2014-06-07 19:30:00,2014-06-11,2014-08-22,951,not-sustained
1069928,4590,03D,,600,No Affidavit,Unsustained,0,1014,19,,,,2014-05-23 13:30:00,2014-06-20,2014-09-30,1403,not-sustained
1072347,4590,,,,Unknown,Unknown,?,1023,19,,,,2014-11-02 16:05:00,2014-11-02,2015-01-02,730,unknown
1054892,4592,10U,UN,600,Unfounded,Unsustained,0,0825,17,6101,S MAPLEWOOD AVE,CHICAGO IL 60629,2012-04-30 13:22:00,2012-06-19,2012-10-12,418,not-sustained
1055629,4592,10U,,600,No Affidavit,Unsustained,0,0822,17,5200,S KEDZIE AVE,CHICAGO IL 60632,2012-07-17 18:12:00,2012-07-17,2012-10-12,444,not-sustained
1060443,4593,10U,UN,600,Unfounded,Unsustained,0,1822,04,1160,N LARRABEE ST,CHICAGO IL,2013-02-26 00:00:00,2013-02-28,2013-05-29,1096,not-sustained
1059268,4594,,,,Unknown,Unknown,?,0811,17,5931,S MOODY AVE,CHICAGO IL,2013-01-01 00:45:00,2013-01-01,,231,open-investigation
1065189,4594,03C,NS,600,Not Sustained,Unsustained,0,,19,,,,2013-09-25 12:00:00,2013-09-27,2014-02-24,701,not-sustained
1068798,4595,05A,,600,No Affidavit,Unsustained,0,1224,17,168,N HERMITAGE AVE,CHICAGO IL 60612,2014-04-26 04:36:00,2014-04-26,2014-07-29,645,not-sustained
1047034,4596,05A,NS,600,Not Sustained,Unsustained,0,0822,17,5130,S SPAULDING AVE,CHICAGO IL,2011-07-10 02:00:00,2011-07-18,2011-12-15,448,not-sustained
1051419,4596,05H,NS,600,Not Sustained,Unsustained,0,0821,17,4801,S LAWNDALE AVE,CHICAGO IL 60632,2012-01-22 00:55:00,2012-01-23,2014-02-14,251,not-sustained
1053615,4596,05A,NS,600,Not Sustained,Unsustained,0,0825,17,6400,S ROCKWELL ST,CHICAGO IL 60629,2012-04-26 20:30:00,2012-04-27,2014-09-23,415,not-sustained
1053890,4596,,,,Unknown,Unknown,?,0822,17,5246,S TRUMBULL AVE,CHICAGO IL 60632,2012-05-04 01:00:00,2012-05-09,2012-08-07,552,unknown
1054623,4596,03B,,,Unknown,Unknown,?,0823,17,6116,S RICHMOND ST,CHICAGO IL 60629,2012-06-09 00:00:00,2012-06-10,2012-09-20,55,unknown
1059437,4596,09A,NS,600,Not Sustained,Unsustained,0,0831,17,7100,S WASHTENAW AVE,CHICAGO IL 60629,2013-01-09 00:00:00,2013-01-10,2013-12-09,1021,not-sustained
1064637,4596,03G,NS,600,Not Sustained,Unsustained,0,0824,19,,,,2013-08-03 22:00:00,2013-09-03,2014-09-16,948,not-sustained
1069657,4596,12D,,600,No Affidavit,Unsustained,0,0815,17,5300,S PULASKI RD,CHICAGO IL,2014-06-05 21:00:00,2014-06-07,2014-09-12,1379,not-sustained
1067612,4597,09J,NS,600,Not Sustained,Unsustained,0,,20,,,,2014-02-20 00:00:00,2014-02-20,2015-02-09,118,not-sustained
1057930,4599,,,,Unknown,Unknown,?,1224,17,1600,W TAYLOR ST,CHICAGO IL 60612,2012-10-20 17:00:00,2012-10-22,,448,open-investigation
1045599,4601,04E,,600,No Affidavit,Unsustained,0,0621,04,7808,S HALSTED ST,CHICAGO IL,2011-05-22 01:00:00,2011-05-22,2011-08-01,1378,not-sustained
1046124,4601,03C,NS,600,Not Sustained,Unsustained,0,0324,19,,,,2011-06-10 00:00:00,2011-06-13,2012-06-20,83,not-sustained
1046295,4601,05A,UN,600,Unfounded,Unsustained,0,0624,17,7700,S INGLESIDE AVE,CHICAGO IL,2011-06-19 17:48:00,2011-06-20,2014-08-19,760,not-sustained
1046904,4601,05A,,,Unknown,Unknown,?,0621,04,7801,S HALSTED ST,CHICAGO IL 60620,2011-07-08 00:00:00,2011-07-13,2012-05-22,1149,unknown
1047194,4601,05A,NS,600,Not Sustained,Unsustained,0,0412,17,8300,S CREGIER AVE,CHICAGO IL,2011-07-21 22:30:00,2011-07-24,2014-04-22,690,not-sustained
1047737,4600,05A,NS,600,Not Sustained,Unsustained,0,0225,04,5101,S WENTWORTH AVE,CHICAGO IL,2011-08-15 16:00:00,2011-08-15,2014-03-18,251,not-sustained
1047866,4601,10J,SU,001,Sustained,5,5,0621,04,7808,S HALSTED ST,CHICAGO IL,2011-08-20 09:55:00,2011-08-20,2014-07-08,1467,disciplined
1049619,4600,03C,UN,600,Unfounded,Unsustained,0,0711,19,,,,2011-10-21 00:00:00,2011-10-27,2012-09-07,333,not-sustained
1052145,4601,05L,NS,600,Not Sustained,Unsustained,0,0634,17,9400,S STATE ST,CHICAGO IL,2012-02-25 20:00:00,2012-02-27,2014-02-03,760,not-sustained
1052424,4601,03B,NS,600,Not Sustained,Unsustained,0,0634,17,213,W 94TH ST,CHICAGO IL,2012-03-05 17:00:00,2012-03-08,2012-07-16,1228,not-sustained
1060746,4601,03B,,600,No Affidavit,Unsustained,0,0634,17,9410,S LAFAYETTE AVE,CHICAGO IL 60620,2011-11-01 17:00:00,2013-03-15,2013-07-16,852,not-sustained
1053158,4601,10U,,600,No Affidavit,Unsustained,0,0632,01,8700,S STATE ST,CHICAGO IL 60620,2012-04-08 00:00:00,2012-04-09,2012-08-15,1378,not-sustained
1057111,4600,03D,UN,600,Unfounded,Unsustained,0,0523,17,12200,S NORMAL AVE,CHICAGO IL,2012-09-15 01:00:00,2012-09-16,2013-03-26,312,not-sustained
1057680,4601,10U,EX,600,Exonerated,Unsustained,0,0634,17,8801,S PRINCETON AVE,CHICAGO IL 60620,2012-10-09 23:04:00,2012-10-10,2012-12-24,1245,not-sustained
1058978,4600,03C,UN,600,Unfounded,Unsustained,0,1412,19,,,,2012-12-12 19:10:00,2012-12-12,2013-06-12,312,not-sustained
1059424,4601,10U,,600,No Affidavit,Unsustained,0,0624,03,7900,S COTTAGE GROVE AVE,CHICAGO IL 60619,2013-01-08 21:15:00,2013-01-09,2013-04-03,891,not-sustained
1059574,4601,05A,,600,No Affidavit,Unsustained,0,0633,17,9200,S LANGLEY AVE,CHICAGO IL 60619,2013-01-15 00:00:00,2013-01-17,2013-03-26,1216,not-sustained
1060035,4601,01B,,600,No Affidavit,Unsustained,0,0633,17,9200,S COTTAGE GROVE AVE,CHICAGO IL 60619,2013-02-08 00:00:00,2013-02-09,2013-06-12,1298,not-sustained
1069838,4601,05Q,UN,600,Unfounded,Unsustained,0,0511,17,9519,S WENTWORTH AVE,CHICAGO IL 60619,2013-02-12 19:04:00,2014-06-17,2014-08-19,224,not-sustained
1061912,4601,03D,,600,No Affidavit,Unsustained,0,0623,17,7600,S VINCENNES AVE,CHICAGO IL 60620,2013-04-30 17:20:00,2013-05-01,2013-07-08,1197,not-sustained
1061951,4601,04E,,600,No Affidavit,Unsustained,0,0624,19,,,,2013-05-01 18:00:00,2013-05-03,2013-07-08,939,not-sustained
1064956,4601,03D,NS,600,Not Sustained,Unsustained,0,2221,17,9100,S JUSTINE ST,CHICAGO IL 60620,2013-09-15 18:31:00,2013-09-17,2014-04-02,1067,not-sustained
1067916,4601,03B,,600,No Affidavit,Unsustained,0,0512,17,10300,S WENTWORTH AVE,CHICAGO IL 60628,2014-03-10 18:30:00,2014-03-11,2014-05-14,430,not-sustained
1068332,4601,03G,,,Unknown,Unknown,?,0511,17,10000,S WENTWORTH AVE,CHICAGO IL,2014-03-04 18:00:00,2014-04-01,2014-09-19,430,unknown
1071474,4601,03D,,600,No Affidavit,Unsustained,0,0512,17,10300,S WENTWORTH AVE,CHICAGO IL,2014-08-22 18:34:00,2014-09-11,2014-10-24,143,not-sustained
1049206,4602,10U,,600,No Affidavit,Unsustained,0,0612,17,8044,S LAFLIN ST,CHICAGO IL 60620,2011-10-11 10:15:00,2011-10-11,2011-12-13,1467,not-sustained
1054236,4602,10Z,,600,No Affidavit,Unsustained,0,0631,19,,,,2012-05-22 21:00:00,2012-05-23,2012-07-10,1245,not-sustained
1043963,4603,10V,,600,No Affidavit,Unsustained,0,1414,04,2150,N CALIFORNIA AVE,CHICAGO IL 60647,2011-03-14 00:00:00,2011-03-15,2011-05-13,625,not-sustained
1044198,4603,05A,NS,600,Not Sustained,Unsustained,0,0421,19,,,,2011-03-22 00:00:00,2011-03-24,2012-07-26,251,not-sustained
1050940,4604,10L,SU,001,Sustained,1,1,2513,19,,,,2011-12-28 17:00:00,2011-12-29,2012-12-24,948,disciplined
1057963,4605,02B,SU,001,Sustained,1,1,1925,19,,,,2012-10-23 04:00:00,2012-10-23,2014-02-03,1468,disciplined
1070234,4605,,,,Unknown,Unknown,?,2515,04,5555,W GRAND AVE,CHICAGO IL 60639,2014-07-09 05:30:00,2014-07-09,,256,open-investigation
1048674,4606,10F,UN,600,Unfounded,Unsustained,0,0225,10,155,W 51ST ST,CHICAGO IL 60609,2011-09-19 09:00:00,2011-09-20,2012-09-12,231,not-sustained
1057292,4606,05Q,,600,No Affidavit,Unsustained,0,0933,19,,,,2012-02-26 00:00:00,2012-09-24,2013-05-15,300,not-sustained
1052452,4607,10U,,600,No Affidavit,Unsustained,0,1323,03,799,W GRAND AVE,CHICAGO IL 60610,2012-03-09 01:15:00,2012-03-09,2012-11-15,1289,not-sustained
1047453,4608,10V,NS,600,Not Sustained,Unsustained,0,1131,19,,,,2011-06-24 17:00:00,2011-08-04,2012-07-30,583,not-sustained
1053524,4608,05N,NS,600,Not Sustained,Unsustained,0,0422,17,8124,S MUSKEGON AVE,CHICAGO IL 60617,2012-04-23 00:00:00,2012-04-24,2014-01-27,1149,not-sustained
1057397,4608,03D,,600,No Affidavit,Unsustained,0,1113,17,,S KILBOURN AVE,CHICAGO IL 60624,2012-09-09 22:45:00,2012-09-28,2012-10-22,12,not-sustained
1059005,4608,03B,,600,No Affidavit,Unsustained,0,0522,17,11900,S WENTWORTH AVE,CHICAGO IL 60628,2012-12-13 20:00:00,2012-12-14,2013-02-22,177,not-sustained
1059721,4608,03G,,600,No Affidavit,Unsustained,0,3100,17,11900,S ASHLAND AVE,CALUMET PK IL 60827,2013-01-24 00:00:00,2013-01-24,2013-12-23,791,not-sustained
1059915,4608,03B,,600,No Affidavit,Unsustained,0,0532,17,600,E 130TH ST,CHICAGO IL,2013-02-02 18:55:00,2013-02-02,2013-03-20,1257,not-sustained
1061337,4608,09K,SU,003,Sustained,1,1,0531,04,727,E 111TH ST,CHICAGO IL 60628,2013-04-10 00:00:00,2013-04-10,2014-04-24,190,disciplined
1061811,4608,03B,,600,No Affidavit,Unsustained,0,0524,19,,,,2013-04-26 22:30:00,2013-04-27,2013-09-06,791,not-sustained
1072789,4608,,,,Unknown,Unknown,?,1031,14,3120,S HAMLIN AVE,CHICAGO IL,2014-12-01 17:00:00,2014-12-03,,378,open-investigation
1066726,4609,,,,Unknown,Unknown,?,1233,04,1412,S BLUE ISLAND AVE,CHICAGO IL 60608,2013-12-17 07:00:00,2013-12-22,,1080,open-investigation
1046372,4610,05A,NS,600,Not Sustained,Unsustained,0,1024,17,3315,W OGDEN AVE,CHICAGO IL 60623,2011-06-21 03:10:00,2011-06-22,2012-12-21,657,not-sustained
1064646,4610,10U,,600,No Affidavit,Unsustained,0,1032,17,2643,S TRUMBULL AVE,CHICAGO IL 60623,2013-09-01 23:30:00,2013-09-03,2013-10-30,398,not-sustained
1045178,4613,03G,,600,No Affidavit,Unsustained,0,1332,17,2313,W WARREN BLVD,CHICAGO IL,2011-05-04 21:00:00,2011-05-05,2011-08-09,1212,not-sustained
1063423,4613,03D,,600,No Affidavit,Unsustained,0,1234,17,2224,W 21ST ST,CHICAGO IL,2013-07-10 16:00:00,2013-07-10,2013-09-11,1238,not-sustained
1063678,4613,05H,NS,600,Not Sustained,Unsustained,0,1214,17,728,W GRAND AVE,CHICAGO IL 60654,2013-07-18 21:30:00,2013-07-19,2014-04-24,899,not-sustained
1052998,4614,10U,,600,No Affidavit,Unsustained,0,0531,04,727,E 111TH ST,CHICAGO IL 60628,2012-04-01 16:30:00,2012-04-01,2012-07-19,792,not-sustained
1056161,4615,,,,Unknown,Unknown,?,0834,17,8441,S KENNETH AVE,CHICAGO IL 60652,2012-08-07 00:00:00,2012-08-08,,899,open-investigation
1057504,4615,05M,UN,600,Unfounded,Unsustained,0,0811,17,5600,S SAYRE AVE,CHICAGO IL,2012-09-23 15:25:00,2012-10-02,2013-12-11,572,not-sustained
1068071,4615,07B,,600,No Affidavit,Unsustained,0,0834,17,3240,W 85TH PL,CHICAGO IL,2014-02-10 14:50:00,2014-03-18,2014-09-05,222,not-sustained
1046583,4616,03D,,600,No Affidavit,Unsustained,0,2122,17,3400,S RHODES AVE,CHICAGO IL,2011-06-29 17:40:00,2011-06-30,2011-09-15,1317,not-sustained
1047617,4616,10U,NS,600,Not Sustained,Unsustained,0,0234,17,346,E 53RD ST,CHICAGO IL 60615,2011-08-10 17:30:00,2011-08-10,2012-01-13,342,not-sustained
