,crid,officer_id,cat_id,recc_finding,recc_outcome,finding_edit,outcome_edit,value,beat,location,add1,add2,city,incident_date,start_date,end_date,investigator_id,final_outcome_class
18926,1072375,8828.0,10D,,,Unknown,Unknown,?,611.0,03,7650.0,S WOLCOTT AVE,CHICAGO IL 60620,2014-10-30 15:20:00,2014-11-03,2015-01-21,874.0,unknown
18927,1053673,8829.0,03D,UN,600.0,Unfounded,Unsustained,0,221.0,17,4300.0,S VINCENNES AVE,CHICAGO IL 60653,2012-04-26 13:00:00,2012-04-30,2014-01-30,645.0,not-sustained
18928,1060874,8830.0,10U,,600.0,No Affidavit,Unsustained,0,1115.0,03,4045.0,W MADISON ST,CHICAGO IL 60624,2013-03-02 16:30:00,2013-03-21,2013-05-28,1505.0,not-sustained
18929,1044992,8831.0,05M,NS,600.0,Not Sustained,Unsustained,0,2513.0,17,6310.0,W NORTH AVE,CHICAGO IL 60639,2011-04-26 00:00:00,2011-04-27,2013-04-17,1425.0,not-sustained
18931,1054940,8831.0,05F,,600.0,No Affidavit,Unsustained,0,1612.0,17,7418.0,W PALATINE AVE,CHICAGO IL 60631,2012-05-13 00:00:00,2012-06-21,2012-10-26,1468.0,not-sustained
18932,1066502,8831.0,10U,,,Unknown,Unknown,?,2531.0,11,1600.0,N CENTRAL AVE,CHICAGO IL 60639,2013-12-06 08:55:00,2013-12-09,2014-02-26,256.0,unknown
18933,1050471,8832.0,10U,,600.0,No Affidavit,Unsustained,0,522.0,17,147.0,W 115TH ST,CHICAGO IL 60628,2011-11-13 11:00:00,2011-12-04,2012-02-02,1342.0,not-sustained
18934,1052869,8832.0,10J,,600.0,No Affidavit,Unsustained,0,531.0,17,11100.0,S DR MARTIN LUTHER KING JR DR,CHICAGO IL 60628,2012-03-27 08:50:00,2012-03-27,2012-06-25,98.0,not-sustained
18935,1059664,8833.0,10J,EX,600.0,Exonerated,Unsustained,0,321.0,04,7040.0,S COTTAGE GROVE AVE,CHICAGO IL,2013-01-21 15:00:00,2013-01-21,2013-03-29,9.0,not-sustained
18936,1047316,8834.0,05B,,600.0,No Affidavit,Unsustained,0,1511.0,17,5639.0,W CHICAGO AVE,CHICAGO IL,2011-07-29 15:19:00,2011-07-29,2012-04-20,275.0,not-sustained
18937,1055146,8834.0,03C,,600.0,No Affidavit,Unsustained,0,1511.0,17,1029.0,N MAYFIELD AVE,CHICAGO IL 60651,2012-06-26 09:26:00,2012-06-29,2012-10-01,1320.0,not-sustained
18938,1054940,8835.0,05F,,600.0,No Affidavit,Unsustained,0,1612.0,17,7418.0,W PALATINE AVE,CHICAGO IL 60631,2012-05-13 00:00:00,2012-06-21,2012-10-26,1468.0,not-sustained
18939,1046049,8836.0,05A,,600.0,No Affidavit,Unsustained,0,1823.0,17,831.0,N HUDSON AVE,CHICAGO IL 60610,2011-05-05 23:00:00,2011-06-10,2011-08-17,572.0,not-sustained
18940,1056185,8836.0,03D,,600.0,No Affidavit,Unsustained,0,1821.0,17,1365.0,N HUDSON AVE,CHICAGO IL 60610,2012-07-31 14:45:00,2012-08-09,2012-10-23,858.0,not-sustained
18941,1060716,8836.0,03G,,600.0,No Affidavit,Unsustained,0,1821.0,17,1336.0,N SEDGWICK ST,CHICAGO IL 60610,2013-03-14 00:00:00,2013-03-14,2013-05-20,1170.0,not-sustained
18942,1055304,8837.0,09B,UN,600.0,Unfounded,Unsustained,0,632.0,17,8841.0,S ST LAWRENCE AVE,CHICAGO IL 60619,2012-07-05 00:00:00,2012-07-05,2012-10-23,231.0,not-sustained
18943,1044485,8838.0,04E,,600.0,No Affidavit,Unsustained,0,1134.0,17,3000.0,W HARRISON ST,CHICAGO IL 60612,2011-04-04 00:00:00,2011-04-04,2011-06-13,669.0,not-sustained
18945,1049991,8838.0,04E,,600.0,No Affidavit,Unsustained,0,1112.0,17,3757.0,W CHICAGO AVE,CHICAGO IL 60651,2011-11-02 22:00:00,2011-11-14,2012-05-16,807.0,not-sustained
18946,1050984,8838.0,03G,,600.0,No Affidavit,Unsustained,0,1112.0,20,3900.0,W THOMAS ST,CHICAGO IL,2011-12-30 23:00:00,2011-12-31,2012-04-03,1202.0,not-sustained
18947,1055769,8838.0,05A,,600.0,No Affidavit,Unsustained,0,1113.0,17,4450.0,W MONROE ST,CHICAGO IL,2012-07-05 17:55:00,2012-07-23,2012-10-26,552.0,not-sustained
18948,1064348,8838.0,05A,UN,600.0,Unfounded,Unsustained,0,1111.0,17,4257.0,W AUGUSTA BLVD,CHICAGO IL,2013-08-15 19:00:00,2013-08-19,2013-11-22,760.0,not-sustained
18949,1067885,8838.0,03G,,600.0,No Affidavit,Unsustained,0,1532.0,17,4800.0,W ERIE ST,CHICAGO IL,2014-03-06 17:00:00,2014-03-10,2014-06-09,1334.0,not-sustained
18950,1069096,8838.0,03G,,600.0,No Affidavit,Unsustained,0,1111.0,17,4700.0,W ERIE ST,CHICAGO IL 60644,2014-05-08 16:30:00,2014-05-11,2014-06-26,1377.0,not-sustained
18951,1070190,8838.0,07F,,600.0,No Affidavit,Unsustained,0,1111.0,17,956.0,N KILDARE AVE,CHICAGO IL,2014-07-06 18:20:00,2014-07-07,2014-08-11,75.0,not-sustained
18952,1072910,8838.0,,,,Unknown,Unknown,?,1111.0,17,930.0,N KEYSTONE AVE,CHICAGO IL 60651,2014-08-29 18:11:00,2014-12-10,,1170.0,open-investigation
18953,1050520,8839.0,10U,,600.0,No Affidavit,Unsustained,0,1512.0,03,517.0,N PARKSIDE AVE,CHICAGO IL 60644,2011-11-22 13:00:00,2011-12-06,2012-03-01,77.0,not-sustained
18954,1060692,8839.0,10U,,600.0,No Affidavit,Unsustained,0,1524.0,17,1018.0,N LARAMIE AVE,CHICAGO IL,2013-03-06 13:50:00,2013-03-13,2013-05-24,913.0,not-sustained
18956,1069786,8839.0,10U,,600.0,No Affidavit,Unsustained,0,1511.0,17,932.0,N CENTRAL AVE,CHICAGO IL,2014-06-13 12:00:00,2014-06-13,2014-07-21,913.0,not-sustained
18957,1044382,8840.0,10J,NS,600.0,Not Sustained,Unsustained,0,1224.0,04,2111.0,W LEXINGTON ST,CHICAGO IL 60612,2011-03-30 17:00:00,2011-03-31,2012-02-09,274.0,not-sustained
18958,1048909,8840.0,10S,UN,600.0,Unfounded,Unsustained,0,1225.0,04,2111.0,W LEXINGTON ST,CHICAGO IL 60612,2011-03-30 00:00:00,2011-09-29,2013-05-22,1398.0,not-sustained
18961,1066819,8840.0,,,,Unknown,Unknown,?,1225.0,08,2111.0,W LEXINGTON ST,CHICAGO IL,2013-07-02 15:00:00,2013-12-30,,1081.0,open-investigation
18962,1068385,8840.0,10Z,SU,100.0,Sustained,Reprimand,0,1225.0,08,2111.0,W LEXINGTON ST,CHICAGO IL,2014-04-02 15:25:00,2014-04-04,2015-01-27,356.0,disciplined
18963,1050783,8841.0,10D,,600.0,No Affidavit,Unsustained,0,1611.0,17,6175.0,N NORTHWEST HWY,CHICAGO IL,2011-12-19 22:40:00,2011-12-20,2012-02-29,473.0,not-sustained
18965,1072498,8843.0,,,,Unknown,Unknown,?,624.0,17,7900.0,S COTTAGE GROVE AVE,CHICAGO IL,2014-11-10 16:30:00,2014-11-11,,1149.0,open-investigation
18966,1063687,8845.0,10U,,600.0,No Affidavit,Unsustained,0,2234.0,17,1653.0,W MONTEREY AVE,CHICAGO IL,2013-07-19 21:00:00,2013-07-20,2013-10-28,1147.0,not-sustained
18967,1047569,8846.0,04E,,600.0,No Affidavit,Unsustained,0,1431.0,17,2000.0,N WESTERN AVE,CHICAGO IL 60647,2011-08-08 11:00:00,2011-08-09,2011-10-25,916.0,not-sustained
18968,1049816,8846.0,04E,NS,600.0,Not Sustained,Unsustained,0,2515.0,04,5555.0,W GRAND AVE,CHICAGO IL 60639,2011-10-22 00:00:00,2011-11-05,2012-01-18,256.0,not-sustained
18969,1070515,8846.0,03B,EX,600.0,Exonerated,Unsustained,0,2531.0,17,5900.0,W DIVISION ST,CHICAGO IL 60651,2014-07-22 19:20:00,2014-07-22,2014-10-07,869.0,not-sustained
18970,1071290,8846.0,10J,NS,600.0,Not Sustained,Unsustained,0,2515.0,17,5933.0,W GRAND AVE,CHICAGO IL,2014-08-31 17:20:00,2014-08-31,2015-01-14,1325.0,not-sustained
18971,1072596,8846.0,03G,,600.0,No Affidavit,Unsustained,0,2534.0,17,4112.0,W POTOMAC AVE,CHICAGO IL,2014-11-18 00:01:00,2014-11-18,2015-02-13,362.0,not-sustained
18972,1072801,8846.0,,,,Unknown,Unknown,?,2521.0,17,5158.0,W OAKDALE AVE,CHICAGO IL 60641,2014-11-10 20:35:00,2014-12-04,,1170.0,open-investigation
18973,1068726,8847.0,05B,NS,600.0,Not Sustained,Unsustained,0,1832.0,17,700.0,N STATE ST,CHICAGO IL,2014-04-22 15:40:00,2014-04-22,2014-09-24,1156.0,not-sustained
18975,1057930,8849.0,,,,Unknown,Unknown,?,1224.0,17,1600.0,W TAYLOR ST,CHICAGO IL 60612,2012-10-20 17:00:00,2012-10-22,,448.0,open-investigation
18976,1069911,8849.0,05A,,600.0,No Affidavit,Unsustained,0,1135.0,17,1131.0,S MOZART ST,CHICAGO IL 60612,2014-06-20 10:45:00,2014-06-20,2014-08-19,705.0,not-sustained
18979,1060873,8851.0,03G,,600.0,No Affidavit,Unsustained,0,612.0,17,7600.0,S RACINE AVE,CHICAGO IL 60620,2013-03-10 22:14:00,2013-03-21,2013-05-14,1123.0,not-sustained
18980,1051930,8852.0,05B,,600.0,No Affidavit,Unsustained,0,112.0,17,100.0,S STATE ST,CHICAGO IL 60603,2011-08-03 00:00:00,2012-02-16,2012-10-09,562.0,not-sustained
18982,1067108,8856.0,04B,,600.0,No Affidavit,Unsustained,0,1024.0,17,3315.0,W OGDEN AVE,CHICAGO IL 60623,2014-01-17 10:30:00,2014-01-21,2014-04-09,784.0,not-sustained
18983,1068588,8857.0,,,,Unknown,Unknown,?,1132.0,17,4030.0,W LEXINGTON ST,CHICAGO IL 60624,2014-04-12 15:00:00,2014-04-14,2014-06-16,1149.0,unknown
18984,1055700,8858.0,04E,,600.0,No Affidavit,Unsustained,0,1921.0,08,2452.0,W BELMONT AVE,CHICAGO IL 60618,2012-07-20 10:27:00,2012-07-20,2012-11-02,767.0,not-sustained
18985,1058778,8859.0,,,,Unknown,Unknown,?,213.0,04,3510.0,S MICHIGAN AVE,CHICAGO IL,2012-11-08 14:30:00,2012-12-03,,1052.0,open-investigation
18986,1068340,8861.0,,,,Unknown,Unknown,?,1634.0,17,4937.0,W MELROSE ST,CHICAGO IL,2014-03-30 06:40:00,2014-04-02,,224.0,open-investigation
18989,1067875,8862.0,,,,Unknown,Unknown,?,1611.0,17,7225.0,W PRATT AVE,CHICAGO IL 60631,2014-03-09 18:40:00,2014-03-09,2014-04-01,1326.0,unknown
18992,1067442,8864.0,10U,,600.0,No Affidavit,Unsustained,0,2522.0,17,2200.0,N KOSTNER AVE,CHICAGO IL,2014-02-10 15:05:00,2014-02-10,2014-04-04,243.0,not-sustained
18993,1067795,8865.0,10U,,600.0,No Affidavit,Unsustained,0,822.0,17,5711.0,S SPAULDING AVE,CHICAGO IL,2014-03-02 02:49:00,2014-03-04,2014-05-23,464.0,not-sustained
18994,1055370,8866.0,10U,,600.0,No Affidavit,Unsustained,0,1113.0,17,4403.0,W MADISON ST,CHICAGO IL 60624,2012-07-08 00:00:00,2012-07-08,2012-09-25,479.0,not-sustained
18995,1045953,8867.0,05L,NS,600.0,Not Sustained,Unsustained,0,2521.0,17,4919.0,W SCHUBERT AVE,CHICAGO IL 60639,2011-06-05 23:50:00,2011-06-07,2012-01-03,960.0,not-sustained
18996,1055981,8867.0,05Q,,600.0,No Affidavit,Unsustained,0,1423.0,17,2552.0,W DIVISION ST,CHICAGO IL 60622,2011-06-16 20:34:00,2012-08-01,2012-12-04,778.0,not-sustained
18999,1047298,8868.0,10U,,600.0,No Affidavit,Unsustained,0,2424.0,17,7200.0,N CLARK ST,CHICAGO IL 60626,2011-07-26 00:00:00,2011-07-28,2011-10-05,805.0,not-sustained
19000,1057458,8868.0,05P,NS,600.0,Not Sustained,Unsustained,0,2412.0,17,2032.0,W DEVON AVE,CHICAGO IL 60659,2012-09-29 00:00:00,2012-10-01,2013-12-12,778.0,not-sustained
19001,1045446,8869.0,10U,,600.0,No Affidavit,Unsustained,0,1732.0,17,3200.0,N KIMBALL AVE,CHICAGO IL 60618,2011-05-16 00:00:00,2011-05-16,2011-07-26,940.0,not-sustained
19002,1046260,8870.0,05K,,600.0,No Affidavit,Unsustained,0,813.0,17,6345.0,S LAWLER AVE,CHICAGO IL,2011-06-17 21:01:00,2011-06-18,2012-05-30,189.0,not-sustained
19004,1058894,8870.0,10U,,600.0,No Affidavit,Unsustained,0,1031.0,04,4101.0,W 26TH ST,CHICAGO IL 60623,2012-12-07 00:00:00,2012-12-07,2013-03-07,784.0,not-sustained
19006,1063740,8870.0,01B,NS,600.0,Not Sustained,Unsustained,0,1012.0,03,4012.0,W CERMAK RD,CHICAGO IL 60623,2013-06-25 13:00:00,2013-07-22,2015-02-09,1481.0,not-sustained
19007,1045123,8872.0,05A,UN,600.0,Unfounded,Unsustained,0,1134.0,17,3305.0,W JACKSON BLVD,CHICAGO IL 60624,2011-05-03 00:00:00,2011-05-03,2014-08-20,562.0,not-sustained
19009,1048224,8872.0,05A,NS,600.0,Not Sustained,Unsustained,0,1132.0,17,3900.0,W POLK ST,CHICAGO IL,2011-08-30 20:05:00,2011-09-03,2014-03-18,562.0,not-sustained
19011,1067153,8872.0,03D,,600.0,No Affidavit,Unsustained,0,933.0,17,4807.0,S THROOP ST,CHICAGO IL 60609,2014-01-22 21:20:00,2014-01-22,2014-04-07,1455.0,not-sustained
19012,1049080,8873.0,05A,UN,600.0,Unfounded,Unsustained,0,131.0,17,2111.0,S STATE ST,CHICAGO IL 60616,2011-10-03 00:17:00,2011-10-06,2014-04-01,319.0,not-sustained
19013,1070481,8873.0,03G,,600.0,No Affidavit,Unsustained,0,132.0,17,1300.0,S LYNN WHITE DR,CHICAGO IL,2014-07-19 18:00:00,2014-07-21,2014-10-09,1035.0,not-sustained
19014,1046416,8874.0,05A,NS,600.0,Not Sustained,Unsustained,0,1822.0,17,660.0,W DIVISION ST,CHICAGO IL 60610,2011-06-24 00:50:00,2011-06-24,2014-07-30,981.0,not-sustained
19015,1055848,8874.0,04E,,,Unknown,Unknown,?,1821.0,17,1310.0,N SEDGWICK ST,CHICAGO IL 60610,2012-07-25 14:59:00,2012-07-26,2012-10-03,885.0,unknown
19016,1056185,8874.0,03D,,600.0,No Affidavit,Unsustained,0,1821.0,17,1365.0,N HUDSON AVE,CHICAGO IL 60610,2012-07-31 14:45:00,2012-08-09,2012-10-23,858.0,not-sustained
19017,1067133,8874.0,05L,NS,600.0,Not Sustained,Unsustained,0,1433.0,17,1611.0,W NORTH AVE,CHICAGO IL 60622,2014-01-10 21:00:00,2014-01-21,2015-01-08,224.0,not-sustained
19018,1046784,8875.0,10V,UN,600.0,Unfounded,Unsustained,0,1134.0,04,1011.0,S HOMAN AVE,CHICAGO IL,2011-07-08 07:50:00,2011-07-08,2012-01-17,372.0,not-sustained
19019,1057765,8876.0,05B,,600.0,No Affidavit,Unsustained,0,1022.0,17,1248.0,S CALIFORNIA BLVD,CHICAGO IL,2012-10-13 22:30:00,2012-10-14,2013-05-31,657.0,not-sustained
19020,1051402,8877.0,05A,NS,600.0,Not Sustained,Unsustained,0,1433.0,17,1674.0,N ELSTON AVE,CHICAGO IL 60622,2012-01-22 00:00:00,2012-01-23,2013-01-04,1456.0,not-sustained
19021,1051858,8878.0,05M,NS,600.0,Not Sustained,Unsustained,0,1812.0,17,2020.0,N HALSTED ST,CHICAGO IL 60614,2012-02-12 00:00:00,2012-02-12,2014-08-20,1156.0,not-sustained
19022,1061204,8878.0,04E,,600.0,No Affidavit,Unsustained,0,1822.0,04,1160.0,N LARRABEE ST,CHICAGO IL 60610,2013-04-06 07:00:00,2013-04-06,2013-05-23,191.0,not-sustained
19025,1045397,8881.0,03G,,600.0,No Affidavit,Unsustained,0,512.0,17,10300.0,S WENTWORTH AVE,CHICAGO IL 60628,2011-05-12 00:00:00,2011-05-13,2011-07-29,1085.0,not-sustained
19026,1046137,8881.0,05A,NS,600.0,Not Sustained,Unsustained,0,2232.0,14,10330.0,S ELIZABETH ST,CHICAGO IL 60643,2011-06-09 00:00:00,2011-06-13,2013-04-17,208.0,not-sustained
19027,1051779,8881.0,05A,NS,600.0,Not Sustained,Unsustained,0,512.0,17,10527.0,S STATE ST,CHICAGO IL 60628,2012-02-06 00:00:00,2012-02-08,2012-10-05,656.0,not-sustained
19029,1065874,8881.0,,,,Unknown,Unknown,?,3100.0,03,12302.0,S HALSTED,CALUMET PK IL 60628,2013-04-27 02:19:00,2013-11-04,,24.0,open-investigation
19030,1065436,8881.0,10U,,,Unknown,Unknown,?,513.0,17,218.0,W 109TH PL,CHICAGO IL,2013-10-09 15:00:00,2013-10-09,2013-12-09,1158.0,unknown
19031,1070215,8881.0,04E,,600.0,No Affidavit,Unsustained,0,523.0,17,12301.0,S UNION AVE,CHICAGO IL,2014-07-08 00:25:00,2014-07-08,2014-09-05,633.0,not-sustained
19033,1072818,8881.0,04E,,,Unknown,Unknown,?,732.0,17,718.0,W 73RD ST,CHICAGO IL 60621,2014-11-04 21:30:00,2014-12-04,2015-03-06,1283.0,unknown
19034,1057441,8882.0,10U,,600.0,No Affidavit,Unsustained,0,423.0,17,8800.0,S COMMERCIAL AVE,CHICAGO IL,2012-10-01 00:30:00,2012-10-01,2013-02-01,1138.0,not-sustained
19036,1051178,8884.0,05A,NS,600.0,Not Sustained,Unsustained,0,1512.0,17,5615.0,W CORCORAN PL,CHICAGO IL,2011-12-30 22:00:00,2012-01-10,2013-03-27,1113.0,not-sustained
19038,1062992,8884.0,10Z,,600.0,No Affidavit,Unsustained,0,731.0,17,6900.0,S LAFAYETTE AVE,CHICAGO IL 60621,2013-06-20 12:30:00,2013-06-20,2013-12-04,1200.0,not-sustained
19039,1067793,8884.0,07B,,600.0,No Affidavit,Unsustained,0,225.0,17,201.0,W GARFIELD BLVD,CHICAGO IL,2014-02-28 10:23:00,2014-03-04,2014-04-18,472.0,not-sustained
19040,1048212,8885.0,03G,NS,600.0,Not Sustained,Unsustained,0,434.0,04,2255.0,E 103RD ST,CHICAGO IL,2011-09-02 17:00:00,2011-09-02,2012-02-10,1145.0,not-sustained
19041,1072128,8885.0,,,,Unknown,Unknown,?,825.0,17,6408.0,S OAKLEY AVE,CHICAGO IL 60636,2014-06-29 00:10:00,2014-10-21,,12.0,open-investigation
19042,1045538,8886.0,03G,,600.0,No Affidavit,Unsustained,0,634.0,17,8700.0,S DAN RYAN EXPY IB,CHICAGO IL 60620,2011-05-10 23:30:00,2011-05-19,2011-07-29,543.0,not-sustained
19044,1048936,8886.0,10U,UN,600.0,Unfounded,Unsustained,0,624.0,03,834.0,E 79TH ST,CHICAGO IL 60619,2011-09-30 06:30:00,2011-09-30,2012-04-13,1245.0,not-sustained
19046,1051069,8886.0,03G,NS,600.0,Not Sustained,Unsustained,0,622.0,17,8300.0,S VINCENNES AVE,CHICAGO IL,2012-01-05 01:30:00,2012-01-05,2012-04-25,918.0,not-sustained
19047,1055478,8886.0,10U,,600.0,No Affidavit,Unsustained,0,631.0,17,8000.0,S EVANS AVE,CHICAGO IL,2012-07-12 02:00:00,2012-07-12,2012-10-31,1245.0,not-sustained
19048,1046548,8887.0,10V,SU,0.0,Sustained,Noted,0,1134.0,04,1011.0,S HOMAN AVE,CHICAGO IL 60624,2011-06-29 00:00:00,2011-06-29,2012-05-18,567.0,sustained
19049,1053047,8887.0,03B,,600.0,No Affidavit,Unsustained,0,1511.0,03,5921.0,W DIVISION ST,CHICAGO IL 60651,2012-04-03 00:00:00,2012-04-03,2012-06-25,909.0,not-sustained
19050,1053318,8887.0,05A,UN,600.0,Unfounded,Unsustained,0,2512.0,17,6000.0,W BELDEN AVE,CHICAGO IL 60639,2012-04-13 00:00:00,2012-04-14,2014-01-24,1021.0,not-sustained
19052,1058474,8887.0,03C,NS,600.0,Not Sustained,Unsustained,0,2532.0,17,5456.0,W DIVISION ST,CHICAGO IL 60651,2012-11-17 01:15:00,2012-11-17,2013-03-12,419.0,not-sustained
19053,1062229,8887.0,03G,,600.0,No Affidavit,Unsustained,0,1421.0,17,1600.0,N KEDZIE AVE,CHICAGO IL,2013-05-15 02:30:00,2013-05-15,2013-07-30,1237.0,not-sustained
19055,1069241,8887.0,03B,,600.0,No Affidavit,Unsustained,0,1024.0,17,2200.0,S KEDZIE AVE,CHICAGO IL 60623,2014-05-17 23:59:00,2014-05-18,2014-09-16,742.0,not-sustained
19056,1072618,8887.0,,,,Unknown,Unknown,?,1012.0,17,4200.0,W CERMAK RD,CHICAGO IL 60623,2014-11-14 22:30:00,2014-11-19,,734.0,open-investigation
19057,1050944,8889.0,03G,EX,600.0,Exonerated,Unsustained,0,733.0,17,7100.0,S MAY ST,CHICAGO IL,2011-12-29 01:00:00,2011-12-29,2012-04-13,333.0,not-sustained
19059,1045099,8891.0,10J,NS,600.0,Not Sustained,Unsustained,0,1021.0,17,1200.0,S HOMAN AVE,CHICAGO IL 60623,2011-05-01 00:00:00,2011-05-04,2011-08-15,588.0,not-sustained
19060,1046711,8891.0,03D,,600.0,No Affidavit,Unsustained,0,1135.0,17,2933.0,W LEXINGTON ST,CHICAGO IL,2011-07-05 19:30:00,2011-07-05,2011-10-20,588.0,not-sustained
19061,1046722,8891.0,05B,,600.0,No Affidavit,Unsustained,0,1121.0,17,729.0,N ST LOUIS AVE,CHICAGO IL 60651,2011-07-05 20:45:00,2011-07-06,2012-04-26,319.0,not-sustained
19062,1047088,8891.0,01B,NS,600.0,Not Sustained,Unsustained,0,1132.0,17,300.0,S PULASKI RD,CHICAGO IL 60624,2011-07-19 00:00:00,2011-07-19,2014-03-18,562.0,not-sustained
19063,1047474,8891.0,05M,NS,600.0,Not Sustained,Unsustained,0,1122.0,12,3720.0,W SCHRAEDER DR,CHICAGO IL,2011-07-28 18:15:00,2011-08-05,2013-07-17,297.0,not-sustained
19064,1048835,8891.0,01C,NS,600.0,Not Sustained,Unsustained,0,1123.0,17,3502.0,W WALNUT ST,CHICAGO IL,2011-09-21 09:25:00,2011-09-26,2014-03-24,1156.0,not-sustained
19065,1051889,8891.0,05A,UN,600.0,Unfounded,Unsustained,0,1122.0,17,3817.0,W WEST END AVE,CHICAGO IL,2012-02-12 17:59:00,2012-02-13,2014-02-03,297.0,not-sustained
19066,1051898,8891.0,,,,Unknown,Unknown,?,1123.0,17,3314.0,W WARREN BLVD,CHICAGO IL,2012-02-13 21:00:00,2012-02-14,,309.0,open-investigation
19067,1052512,8891.0,10U,,600.0,No Affidavit,Unsustained,0,1121.0,17,648.0,N CHRISTIANA AVE,CHICAGO IL,2012-02-20 15:00:00,2012-03-12,2012-06-25,588.0,not-sustained
19068,1054246,8891.0,,,,Unknown,Unknown,?,1134.0,04,3151.0,W HARRISON ST,CHICAGO IL 60612,2012-01-01 00:00:00,2012-05-24,,1398.0,open-investigation
19069,1054116,8891.0,05B,,600.0,No Affidavit,Unsustained,0,1134.0,12,3035.0,W VAN BUREN ST,CHICAGO IL 60612,2012-05-18 00:00:00,2012-05-18,2012-08-06,309.0,not-sustained
19071,1055714,8891.0,01B,NS,600.0,Not Sustained,Unsustained,0,1134.0,17,600.0,S SACRAMENTO BLVD,CHICAGO IL,2012-07-18 21:09:00,2012-07-20,2014-04-22,297.0,not-sustained
19073,1059107,8891.0,03D,,600.0,No Affidavit,Unsustained,0,1121.0,17,711.0,N DRAKE AVE,CHICAGO IL 60624,2012-12-13 00:00:00,2012-12-18,2013-03-06,1278.0,not-sustained
19074,1061725,8891.0,03G,EX,600.0,Exonerated,Unsustained,0,1121.0,03,711.0,N DRAKE AVE,CHICAGO IL,2013-04-24 18:00:00,2013-04-25,2013-07-31,1325.0,not-sustained
19076,1066422,8891.0,03G,,600.0,No Affidavit,Unsustained,0,1014.0,17,1600.0,S HARDING AVE,CHICAGO IL,2013-12-03 21:00:00,2013-12-04,2014-01-17,231.0,not-sustained
19077,1068961,8891.0,10U,EX,600.0,Unfounded,Unsustained,0,1122.0,03,285.0,N PULASKI RD,CHICAGO IL 60624,2014-05-04 18:30:00,2014-05-05,2014-08-13,634.0,not-sustained
19078,1072659,8891.0,05L,,600.0,No Affidavit,Unsustained,0,2211.0,17,10744.0,S HAMLIN AVE,CHICAGO IL,2014-11-22 19:55:00,2014-11-22,2015-01-27,705.0,not-sustained
19079,1070225,8892.0,03D,,600.0,No Affidavit,Unsustained,0,413.0,17,9242.0,S YATES BLVD,CHICAGO IL 60617,2014-07-08 20:45:00,2014-07-08,2014-11-04,1223.0,not-sustained
19081,1067267,8893.0,03B,,600.0,No Affidavit,Unsustained,0,733.0,17,7001.0,S MORGAN ST,CHICAGO IL 60621,2014-01-30 19:50:00,2014-01-30,2014-04-04,472.0,not-sustained
19082,1061291,8894.0,03D,,,Unknown,Unknown,?,726.0,17,6404.0,S HAMILTON AVE,CHICAGO IL 60636,2011-07-10 00:00:00,2013-04-09,2013-05-14,333.0,unknown
19083,1060858,8894.0,03D,,600.0,No Affidavit,Unsustained,0,825.0,17,2232.0,W 63RD ST,CHICAGO IL 60636,2011-12-02 00:00:00,2013-03-20,2013-06-25,1246.0,not-sustained
19084,1053605,8894.0,10Z,SU,0.0,Sustained,Reprimand,0,712.0,17,6000.0,S PEORIA ST,CHICAGO IL 60621,2012-04-25 00:00:00,2012-04-26,2015-02-03,1198.0,disciplined
19085,1064671,8894.0,05B,UN,600.0,Unfounded,Unsustained,0,733.0,17,6900.0,S SANGAMON ST,CHICAGO IL,2012-03-28 00:00:00,2013-09-04,2014-01-31,1456.0,not-sustained
19087,1060186,8894.0,05L,NS,600.0,Not Sustained,Unsustained,0,825.0,17,2301.0,W 63RD ST,CHICAGO IL 60636,2013-02-15 22:20:00,2013-02-15,2013-07-05,300.0,not-sustained
19088,1063006,8894.0,04E,,600.0,No Affidavit,Unsustained,0,732.0,17,7022.0,S STEWART AVE,CHICAGO IL,2013-01-22 23:45:00,2013-06-20,2013-09-18,407.0,not-sustained
19089,1061638,8894.0,10J,NS,600.0,Not Sustained,Unsustained,0,713.0,17,5700.0,S RACINE AVE,CHICAGO IL 60636,2013-04-21 00:00:00,2013-04-21,2013-11-21,472.0,not-sustained
19091,1066751,8894.0,10U,,600.0,No Affidavit,Unsustained,0,731.0,17,147.0,W 71ST ST,CHICAGO IL 60621,2013-12-26 01:00:00,2013-12-26,2014-02-11,472.0,not-sustained
19092,1070679,8896.0,,,,Unknown,Unknown,?,323.0,17,7300.0,S SOUTH CHICAGO AVE,CHICAGO IL,2014-07-30 22:00:00,2014-07-31,2014-10-03,1082.0,unknown
19094,1044120,8897.0,10U,,600.0,No Affidavit,Unsustained,0,3100.0,17,2100.0,S WOOD ST,CHGO IL 60608,2011-03-19 00:00:00,2011-03-21,2011-05-20,804.0,not-sustained
19095,1056311,8898.0,10J,SU,0.0,Sustained,Noted,0,1233.0,03,1240.0,S DAMEN AVE,CHICAGO IL 60608,2012-08-10 15:00:00,2012-08-14,2013-11-21,916.0,sustained
19096,1064568,8898.0,,,,Unknown,Unknown,?,1233.0,17,1240.0,S DAMEN AVE,CHICAGO IL,2013-08-25 10:00:00,2013-08-29,,492.0,open-investigation
19097,1066031,8898.0,,,,Unknown,Unknown,?,1233.0,04,1240.0,S DAMEN AVE,CHICAGO IL 60608,2013-11-12 11:30:00,2013-11-12,,306.0,open-investigation
